id_interacao,data_inicio,categoria,status_final,prioridade,canal,tempo_primeira_resposta,data_fim,tempo_total,origem,qtd_transferencias,FCR,NPS,id_atendente,turno,volume_dia
176,2021-10-18,Technical issue,Closed,Medium,Email,851834.75,2021-10-18 00:00:00,0.0,Email,0,1,5,AT007,Tarde (14-22h),2282
177,2021-11-16,Technical issue,Pending Customer Response,Medium,Email,809445.7833333333,2021-11-21 20:00:00,8400.0,Email,0,1,8,AT016,Manhã (06-14h),2055
178,2020-09-21,Cancellation request,Pending Customer Response,High,Phone,1416183.8166666667,2020-09-23 02:00:00,3000.0,Phone,1,0,10,AT018,Tarde (14-22h),1010
179,2020-04-19,Billing inquiry,Open,Medium,Chat,0.0,2020-04-23 02:00:00,5880.0,Chat,0,1,8,AT014,Noite (22-06h),2202
180,2021-06-03,Billing inquiry,Pending Customer Response,Critical,Phone,1049436.8666666667,2021-06-07 06:00:00,6120.0,Phone,1,0,7,AT006,Tarde (14-22h),1902
181,2021-11-17,Refund request,Pending Customer Response,Medium,Email,808053.8833333333,2021-11-23 12:00:00,9360.0,Email,1,0,2,AT010,Manhã (06-14h),1714
182,2020-11-26,Cancellation request,Pending Customer Response,Critical,Social media,1321727.9,2020-12-02 22:00:00,9960.0,Social media,0,1,8,AT011,Noite (22-06h),1312
183,2021-04-18,Product inquiry,Closed,High,Chat,1114649.9333333333,2021-04-18 00:00:00,0.0,Chat,1,0,5,AT006,Tarde (14-22h),929
184,2020-03-16,Billing inquiry,Closed,Medium,Phone,1687658.95,2020-03-16 00:00:00,0.0,Phone,1,0,5,AT016,Manhã (06-14h),2059
185,2021-10-17,Refund request,Pending Customer Response,High,Chat,853307.9833333333,2021-10-23 15:00:00,9540.0,Chat,3,0,9,AT002,Manhã (06-14h),808
186,2021-03-19,Technical issue,Open,Low,Phone,0.0,2021-03-24 19:00:00,8340.0,Phone,1,0,4,AT015,Noite (22-06h),1536
187,2021-04-23,Product inquiry,Pending Customer Response,Medium,Phone,1107810.0,2021-04-29 01:00:00,8700.0,Phone,0,1,9,AT011,Noite (22-06h),1841
188,2021-01-19,Cancellation request,Pending Customer Response,Low,Phone,1243754.0333333334,2021-01-23 06:00:00,6120.0,Phone,0,1,8,AT011,Noite (22-06h),1850
189,2021-01-10,Refund request,Closed,High,Phone,1256638.05,2021-01-10 00:00:00,0.0,Phone,0,1,5,AT017,Noite (22-06h),993
190,2020-04-25,Technical issue,Open,Critical,Social media,0.0,2020-04-30 12:00:00,7920.0,Social media,1,0,8,AT016,Manhã (06-14h),2339
191,2021-02-09,Refund request,Pending Customer Response,Critical,Phone,1212669.1,2021-02-13 06:00:00,6120.0,Phone,2,0,9,AT006,Manhã (06-14h),2370
192,2020-10-14,Product inquiry,Pending Customer Response,Low,Email,1382357.1166666667,2020-10-20 15:00:00,9540.0,Email,0,1,8,AT025,Tarde (14-22h),1382
193,2021-10-28,Product inquiry,Closed,Medium,Phone,837931.15,2021-10-28 00:00:00,0.0,Phone,0,1,5,AT019,Manhã (06-14h),1136
194,2021-09-03,Cancellation request,Pending Customer Response,Critical,Chat,916148.1666666666,2021-09-05 01:00:00,2940.0,Chat,0,1,4,AT019,Manhã (06-14h),2375
195,2021-06-15,Billing inquiry,Closed,Medium,Social media,1031288.1833333333,2021-06-15 00:00:00,0.0,Social media,0,1,5,AT002,Manhã (06-14h),1382
196,2020-06-11,Refund request,Open,High,Social media,0.0,2020-06-15 14:00:00,6600.0,Social media,0,1,7,AT020,Manhã (06-14h),1962
197,2021-08-08,Refund request,Pending Customer Response,Low,Social media,954364.2333333333,2021-08-10 05:00:00,3180.0,Social media,0,1,4,AT005,Tarde (14-22h),2003
198,2021-01-28,Refund request,Closed,High,Chat,1229934.25,2021-01-28 00:00:00,0.0,Chat,0,1,5,AT018,Tarde (14-22h),2154
199,2021-07-23,Cancellation request,Closed,Critical,Chat,976387.2833333333,2021-07-23 00:00:00,0.0,Chat,0,1,5,AT002,Tarde (14-22h),2335
200,2020-09-19,Product inquiry,Closed,Medium,Chat,1419159.3166666667,2020-09-19 00:00:00,0.0,Chat,2,0,5,AT020,Tarde (14-22h),2406
201,2021-01-13,Product inquiry,Open,Critical,Email,0.0,2021-01-16 04:00:00,4560.0,Email,0,1,3,AT012,Tarde (14-22h),801
202,2021-12-16,Refund request,Open,Medium,Social media,0.0,2021-12-20 11:00:00,6420.0,Social media,0,1,1,AT025,Manhã (06-14h),967
203,2021-04-01,Billing inquiry,Open,Medium,Chat,0.0,2021-04-04 14:00:00,5160.0,Chat,1,0,8,AT012,Tarde (14-22h),807
204,2020-05-19,Product inquiry,Pending Customer Response,Low,Phone,1595485.4333333333,2020-05-22 21:00:00,5580.0,Phone,0,1,7,AT018,Manhã (06-14h),1012
205,2020-06-11,Cancellation request,Closed,High,Phone,1563467.4666666666,2020-06-11 00:00:00,0.0,Phone,0,1,5,AT002,Noite (22-06h),1203
206,2020-11-24,Refund request,Closed,Medium,Phone,1324196.4833333334,2020-11-24 00:00:00,0.0,Phone,2,0,5,AT025,Manhã (06-14h),2191
207,2020-11-04,Billing inquiry,Open,High,Phone,0.0,2020-11-08 15:00:00,6660.0,Phone,0,1,10,AT002,Noite (22-06h),1839
208,2021-07-27,Billing inquiry,Pending Customer Response,Critical,Email,970611.5166666667,2021-07-28 17:00:00,2460.0,Email,0,1,1,AT021,Manhã (06-14h),1154
209,2021-03-12,Refund request,Open,High,Email,0.0,2021-03-16 08:00:00,6240.0,Email,0,1,7,AT017,Manhã (06-14h),1235
210,2020-02-04,Technical issue,Closed,Low,Chat,1748030.5666666667,2020-02-04 00:00:00,0.0,Chat,0,1,5,AT016,Tarde (14-22h),2165
211,2020-01-16,Technical issue,Pending Customer Response,Low,Phone,1774061.6,2020-01-17 08:00:00,1920.0,Phone,1,0,7,AT017,Tarde (14-22h),1348
212,2020-04-06,Product inquiry,Pending Customer Response,Low,Social media,1658197.6333333333,2020-04-07 18:00:00,2520.0,Social media,1,0,9,AT008,Noite (22-06h),1889
213,2021-04-15,Technical issue,Open,Medium,Social media,0.0,2021-04-16 13:00:00,2220.0,Social media,2,0,6,AT022,Manhã (06-14h),1893
214,2021-12-24,Billing inquiry,Open,High,Phone,0.0,2021-12-30 04:00:00,8880.0,Phone,1,0,8,AT022,Tarde (14-22h),806
215,2020-03-03,Product inquiry,Open,Low,Email,0.0,2020-03-07 05:00:00,6060.0,Email,0,1,10,AT024,Noite (22-06h),2448
216,2021-09-13,Billing inquiry,Open,Critical,Chat,0.0,2021-09-16 21:00:00,5580.0,Chat,1,0,3,AT012,Tarde (14-22h),1021
217,2021-01-03,Technical issue,Pending Customer Response,High,Chat,1266613.7166666666,2021-01-04 15:00:00,2340.0,Chat,1,0,8,AT019,Manhã (06-14h),1352
218,2020-12-02,Billing inquiry,Open,Low,Chat,0.0,2020-12-03 23:00:00,2820.0,Chat,0,1,7,AT017,Tarde (14-22h),1233
219,2021-02-12,Billing inquiry,Pending Customer Response,Critical,Email,1208351.7833333334,2021-02-18 13:00:00,9420.0,Email,0,1,9,AT004,Manhã (06-14h),1081
220,2021-09-23,Technical issue,Closed,Critical,Social media,887637.8166666667,2021-09-23 00:00:00,0.0,Social media,1,0,5,AT013,Manhã (06-14h),1156
221,2021-03-21,Billing inquiry,Closed,Medium,Social media,1155713.85,2021-03-21 00:00:00,0.0,Social media,0,1,5,AT001,Manhã (06-14h),1987
222,2021-03-27,Billing inquiry,Pending Customer Response,Critical,Chat,1146793.8833333333,2021-04-01 12:00:00,7920.0,Chat,0,1,4,AT016,Noite (22-06h),1149
223,2021-02-05,Cancellation request,Pending Customer Response,Critical,Phone,1218204.8833333333,2021-02-11 09:00:00,9180.0,Phone,0,1,10,AT003,Noite (22-06h),1963
224,2020-05-27,Refund request,Pending Customer Response,Low,Chat,1583937.9166666667,2020-05-28 13:00:00,2220.0,Chat,0,1,7,AT013,Manhã (06-14h),1778
225,2020-11-16,Refund request,Open,Medium,Chat,0.0,2020-11-22 01:00:00,8700.0,Chat,1,0,2,AT014,Tarde (14-22h),1509
226,2020-03-29,Technical issue,Closed,High,Chat,1669703.95,2020-03-29 00:00:00,0.0,Chat,0,1,5,AT007,Noite (22-06h),2186
227,2021-01-04,Billing inquiry,Closed,High,Phone,1264249.9833333334,2021-01-04 00:00:00,0.0,Phone,0,1,5,AT004,Manhã (06-14h),2092
228,2020-03-08,Cancellation request,Pending Customer Response,Low,Phone,1699499.0,2020-03-12 08:00:00,6240.0,Phone,0,1,10,AT014,Manhã (06-14h),1298
229,2020-07-21,Billing inquiry,Open,Low,Phone,0.0,2020-07-24 19:00:00,5460.0,Phone,0,1,8,AT022,Tarde (14-22h),2291
230,2021-02-20,Technical issue,Closed,Critical,Social media,1197130.0666666667,2021-02-20 00:00:00,0.0,Social media,0,1,5,AT003,Tarde (14-22h),1981
231,2020-06-29,Refund request,Pending Customer Response,Low,Chat,1537457.1,2020-07-03 08:00:00,6240.0,Chat,0,1,9,AT009,Manhã (06-14h),1206
232,2020-10-31,Technical issue,Pending Customer Response,High,Phone,1357978.1166666667,2020-11-02 17:00:00,3900.0,Phone,1,0,6,AT018,Tarde (14-22h),1947
233,2021-03-21,Technical issue,Open,High,Email,0.0,2021-03-24 12:00:00,5040.0,Email,0,1,5,AT024,Tarde (14-22h),2363
234,2021-02-01,Refund request,Pending Customer Response,High,Chat,1224793.15,2021-02-04 20:00:00,5520.0,Chat,1,0,5,AT014,Manhã (06-14h),1315
235,2020-03-29,Cancellation request,Open,Critical,Chat,0.0,2020-03-30 05:00:00,1740.0,Chat,0,1,1,AT002,Tarde (14-22h),2462
236,2020-12-04,Billing inquiry,Pending Customer Response,Critical,Email,1309307.2166666666,2020-12-05 01:00:00,1500.0,Email,0,1,7,AT008,Manhã (06-14h),2461
237,2021-01-07,Refund request,Closed,Critical,Phone,1260501.2333333334,2021-01-07 00:00:00,0.0,Phone,0,1,5,AT005,Manhã (06-14h),1999
238,2021-09-16,Product inquiry,Closed,High,Social media,897171.2666666667,2021-09-16 00:00:00,0.0,Social media,0,1,5,AT003,Noite (22-06h),1051
239,2021-01-21,Refund request,Pending Customer Response,Critical,Email,1240822.3,2021-01-22 16:00:00,2400.0,Email,1,0,6,AT020,Tarde (14-22h),1196
240,2020-02-22,Cancellation request,Open,Low,Email,0.0,2020-02-23 19:00:00,2580.0,Email,0,1,8,AT007,Tarde (14-22h),1958
241,2021-07-25,Technical issue,Closed,Low,Social media,974204.35,2021-07-25 00:00:00,0.0,Social media,2,0,5,AT008,Noite (22-06h),1494
242,2021-10-26,Billing inquiry,Closed,Low,Social media,840010.3833333333,2021-10-26 00:00:00,0.0,Social media,0,1,5,AT015,Manhã (06-14h),2392
243,2021-05-29,Technical issue,Open,Critical,Chat,0.0,2021-06-04 06:00:00,9000.0,Chat,0,1,8,AT016,Tarde (14-22h),1525
244,2020-05-21,Technical issue,Pending Customer Response,Critical,Chat,1593035.4166666667,2020-05-26 16:00:00,8160.0,Chat,0,1,2,AT004,Manhã (06-14h),1284
245,2020-01-15,Cancellation request,Pending Customer Response,Medium,Phone,1775887.45,2020-01-20 11:00:00,7860.0,Phone,1,0,1,AT007,Manhã (06-14h),1321
246,2020-04-07,Billing inquiry,Pending Customer Response,Medium,Phone,1656259.4666666666,2020-04-10 03:00:00,4500.0,Phone,1,0,7,AT017,Manhã (06-14h),1000
247,2020-02-09,Technical issue,Pending Customer Response,Medium,Chat,1739861.5,2020-02-10 11:00:00,2100.0,Chat,0,1,2,AT017,Noite (22-06h),1172
248,2020-01-22,Billing inquiry,Open,Medium,Chat,0.0,2020-01-23 21:00:00,2700.0,Chat,3,0,2,AT021,Tarde (14-22h),1538
249,2021-04-22,Refund request,Pending Customer Response,Critical,Social media,1109397.5666666667,2021-04-26 13:00:00,6540.0,Social media,0,1,5,AT009,Manhã (06-14h),1857
250,2021-09-20,Refund request,Closed,High,Chat,892270.5666666667,2021-09-20 00:00:00,0.0,Chat,2,0,5,AT017,Tarde (14-22h),1706
251,2021-07-27,Technical issue,Closed,Critical,Phone,970755.5666666667,2021-07-27 00:00:00,0.0,Phone,0,1,5,AT010,Manhã (06-14h),2394
252,2020-12-05,Technical issue,Pending Customer Response,Critical,Social media,1308414.6,2020-12-07 03:00:00,3060.0,Social media,0,1,5,AT016,Tarde (14-22h),2197
253,2020-03-20,Cancellation request,Pending Customer Response,High,Social media,1682130.6166666667,2020-03-21 06:00:00,1800.0,Social media,1,0,4,AT004,Manhã (06-14h),1652
254,2021-11-13,Technical issue,Pending Customer Response,High,Social media,814753.6333333333,2021-11-19 12:00:00,9360.0,Social media,0,1,5,AT007,Tarde (14-22h),2303
255,2021-05-15,Refund request,Pending Customer Response,Low,Email,1076341.6333333333,2021-05-16 13:00:00,2220.0,Email,1,0,10,AT010,Tarde (14-22h),1055
256,2020-11-22,Refund request,Open,High,Social media,0.0,2020-11-27 19:00:00,8340.0,Social media,0,1,7,AT009,Tarde (14-22h),1345
257,2021-07-18,Cancellation request,Pending Customer Response,High,Chat,983649.7,2021-07-19 16:00:00,2400.0,Chat,2,0,9,AT002,Tarde (14-22h),1361
258,2020-06-09,Cancellation request,Open,High,Social media,0.0,2020-06-13 13:00:00,6540.0,Social media,1,0,8,AT004,Tarde (14-22h),974
259,2021-02-05,Product inquiry,Open,High,Chat,0.0,2021-02-09 14:00:00,6600.0,Chat,1,0,5,AT012,Tarde (14-22h),1228
260,2021-08-14,Billing inquiry,Closed,Low,Social media,944994.7666666667,2021-08-14 00:00:00,0.0,Social media,0,1,5,AT019,Manhã (06-14h),2308
261,2021-05-04,Billing inquiry,Pending Customer Response,High,Social media,1091529.8,2021-05-06 15:00:00,3780.0,Social media,0,1,7,AT017,Tarde (14-22h),2114
262,2021-01-22,Billing inquiry,Open,Critical,Phone,0.0,2021-01-26 08:00:00,6240.0,Phone,0,1,8,AT021,Tarde (14-22h),1112
263,2021-12-11,Product inquiry,Closed,Medium,Chat,773624.8333333334,2021-12-11 00:00:00,0.0,Chat,3,0,5,AT013,Noite (22-06h),2262
264,2021-01-23,Product inquiry,Open,Medium,Chat,0.0,2021-01-29 18:00:00,9720.0,Chat,1,0,6,AT020,Tarde (14-22h),1352
265,2021-06-28,Refund request,Closed,Critical,Social media,1013319.8666666667,2021-06-28 00:00:00,0.0,Social media,1,0,5,AT020,Noite (22-06h),1243
266,2020-04-27,Cancellation request,Closed,Medium,Chat,1628418.9,2020-04-27 00:00:00,0.0,Chat,0,1,5,AT017,Noite (22-06h),1839
267,2020-10-03,Technical issue,Open,High,Phone,0.0,2020-10-08 18:00:00,8280.0,Phone,1,0,7,AT023,Tarde (14-22h),1873
268,2020-02-22,Technical issue,Open,Low,Social media,0.0,2020-02-28 08:00:00,9120.0,Social media,0,1,10,AT025,Tarde (14-22h),2190
269,2020-08-21,Cancellation request,Pending Customer Response,Medium,Phone,1460643.9333333333,2020-08-26 08:00:00,7680.0,Phone,1,0,4,AT002,Manhã (06-14h),2275
270,2021-05-10,Refund request,Closed,High,Social media,1083321.95,2021-05-10 00:00:00,0.0,Social media,0,1,5,AT003,Tarde (14-22h),1029
271,2021-01-08,Billing inquiry,Closed,Critical,Phone,1259406.9666666666,2021-01-08 00:00:00,0.0,Phone,1,0,5,AT007,Tarde (14-22h),1934
272,2021-07-15,Refund request,Open,Critical,Phone,0.0,2021-07-18 04:00:00,4560.0,Phone,2,0,4,AT016,Noite (22-06h),834
273,2021-10-25,Technical issue,Pending Customer Response,Critical,Chat,841644.0,2021-10-28 22:00:00,5640.0,Chat,0,1,8,AT007,Tarde (14-22h),2188
274,2020-04-05,Technical issue,Open,High,Phone,0.0,2020-04-11 17:00:00,9660.0,Phone,2,0,9,AT007,Noite (22-06h),2257
275,2021-04-16,Cancellation request,Open,Medium,Chat,0.0,2021-04-17 21:00:00,2700.0,Chat,0,1,8,AT006,Manhã (06-14h),1321
276,2021-05-01,Refund request,Open,Low,Chat,0.0,2021-05-06 05:00:00,7500.0,Chat,0,1,7,AT014,Noite (22-06h),1393
277,2021-12-01,Billing inquiry,Open,Medium,Chat,0.0,2021-12-04 08:00:00,4800.0,Chat,0,1,9,AT021,Noite (22-06h),1387
278,2020-02-26,Billing inquiry,Closed,Medium,Chat,1716276.1,2020-02-26 00:00:00,0.0,Chat,1,0,5,AT009,Noite (22-06h),1582
279,2021-06-07,Technical issue,Closed,Low,Social media,1042602.1333333333,2021-06-07 00:00:00,0.0,Social media,0,1,5,AT022,Manhã (06-14h),1359
280,2021-06-24,Billing inquiry,Pending Customer Response,High,Social media,1018469.15,2021-06-25 23:00:00,2820.0,Social media,0,1,8,AT016,Tarde (14-22h),2493
281,2021-05-08,Product inquiry,Closed,Critical,Chat,1086622.1833333333,2021-05-08 00:00:00,0.0,Chat,1,0,5,AT005,Manhã (06-14h),1388
282,2020-11-11,Product inquiry,Pending Customer Response,Low,Social media,1342860.2166666666,2020-11-13 10:00:00,3480.0,Social media,0,1,10,AT016,Tarde (14-22h),938
283,2021-08-12,Cancellation request,Open,Low,Social media,0.0,2021-08-18 19:00:00,9780.0,Social media,0,1,2,AT002,Manhã (06-14h),1138
284,2021-01-06,Technical issue,Open,Critical,Social media,0.0,2021-01-09 10:00:00,4920.0,Social media,0,1,3,AT013,Manhã (06-14h),2102
285,2020-03-24,Billing inquiry,Pending Customer Response,Low,Phone,1676062.2666666666,2020-03-28 06:00:00,6120.0,Phone,2,0,9,AT022,Tarde (14-22h),1054
286,2021-11-06,Technical issue,Pending Customer Response,Medium,Social media,823562.3,2021-11-07 09:00:00,1980.0,Social media,0,1,9,AT016,Manhã (06-14h),1008
287,2021-10-23,Technical issue,Pending Customer Response,Critical,Phone,844418.3166666667,2021-10-28 20:00:00,8400.0,Phone,1,0,2,AT014,Noite (22-06h),2297
288,2020-07-06,Product inquiry,Open,Low,Email,0.0,2020-07-09 06:00:00,4680.0,Email,0,1,2,AT011,Noite (22-06h),1923
289,2020-10-21,Refund request,Open,High,Chat,0.0,2020-10-22 09:00:00,1980.0,Chat,2,0,9,AT008,Manhã (06-14h),1492
290,2020-03-21,Refund request,Pending Customer Response,Critical,Email,1681489.3666666667,2020-03-26 19:00:00,8340.0,Email,0,1,10,AT002,Tarde (14-22h),1580
291,2020-04-04,Billing inquiry,Pending Customer Response,Low,Chat,1660257.3666666667,2020-04-09 04:00:00,7440.0,Chat,1,0,10,AT013,Tarde (14-22h),1497
292,2021-01-27,Cancellation request,Open,High,Social media,0.0,2021-01-28 20:00:00,2640.0,Social media,0,1,1,AT012,Tarde (14-22h),2213
293,2021-12-09,Billing inquiry,Closed,High,Email,776489.3833333333,2021-12-09 00:00:00,0.0,Email,0,1,5,AT001,Manhã (06-14h),2155
294,2021-06-07,Product inquiry,Open,Critical,Social media,0.0,2021-06-13 21:00:00,9900.0,Social media,0,1,1,AT003,Tarde (14-22h),1171
295,2020-09-03,Product inquiry,Closed,Critical,Phone,1441549.4166666667,2020-09-03 00:00:00,0.0,Phone,0,1,5,AT022,Manhã (06-14h),1478
296,2021-03-20,Refund request,Open,Medium,Email,0.0,2021-03-23 15:00:00,5220.0,Email,0,1,10,AT024,Tarde (14-22h),1076
297,2021-04-02,Billing inquiry,Closed,Medium,Social media,1138287.4333333333,2021-04-02 00:00:00,0.0,Social media,2,0,5,AT004,Noite (22-06h),1706
298,2020-09-12,Cancellation request,Closed,Critical,Phone,1428734.4666666666,2020-09-12 00:00:00,0.0,Phone,0,1,5,AT012,Noite (22-06h),2354
299,2020-06-26,Product inquiry,Open,Low,Chat,0.0,2020-06-29 23:00:00,5700.0,Chat,0,1,10,AT011,Manhã (06-14h),2229
300,2021-10-06,Cancellation request,Pending Customer Response,Medium,Phone,868495.5333333333,2021-10-08 07:00:00,3300.0,Phone,0,1,6,AT016,Tarde (14-22h),922
301,2020-10-07,Cancellation request,Open,High,Social media,0.0,2020-10-12 06:00:00,7560.0,Social media,0,1,1,AT020,Tarde (14-22h),1248
302,2020-05-03,Cancellation request,Open,Medium,Social media,0.0,2020-05-08 20:00:00,8400.0,Social media,2,0,1,AT003,Tarde (14-22h),1587
303,2020-01-22,Product inquiry,Closed,Medium,Phone,1765489.6166666667,2020-01-22 00:00:00,0.0,Phone,2,0,5,AT015,Tarde (14-22h),2393
304,2021-07-26,Cancellation request,Pending Customer Response,Medium,Social media,972619.6333333333,2021-08-01 22:00:00,9960.0,Social media,3,0,8,AT021,Noite (22-06h),915
305,2021-03-06,Cancellation request,Closed,Medium,Chat,1177224.65,2021-03-06 00:00:00,0.0,Chat,1,0,5,AT011,Manhã (06-14h),1085
306,2020-08-17,Cancellation request,Open,Critical,Chat,0.0,2020-08-22 19:00:00,8340.0,Chat,0,1,7,AT020,Manhã (06-14h),1164
307,2021-07-05,Refund request,Closed,Low,Social media,1003267.7,2021-07-05 00:00:00,0.0,Social media,0,1,5,AT025,Manhã (06-14h),2181
308,2020-05-05,Technical issue,Pending Customer Response,Critical,Social media,1616171.7166666666,2020-05-10 12:00:00,7920.0,Social media,1,0,4,AT009,Tarde (14-22h),2225
309,2021-04-20,Product inquiry,Open,High,Chat,0.0,2021-04-22 20:00:00,4080.0,Chat,0,1,8,AT007,Manhã (06-14h),1661
310,2020-07-17,Technical issue,Open,High,Chat,0.0,2020-07-21 18:00:00,6840.0,Chat,0,1,7,AT007,Tarde (14-22h),1901
311,2020-09-06,Technical issue,Closed,High,Social media,1437951.8,2020-09-06 00:00:00,0.0,Social media,0,1,5,AT005,Tarde (14-22h),1148
312,2020-07-18,Refund request,Closed,Critical,Chat,1509558.8,2020-07-18 00:00:00,0.0,Chat,0,1,5,AT014,Noite (22-06h),2452
313,2020-06-26,Technical issue,Closed,Medium,Email,1540813.8333333333,2020-06-26 00:00:00,0.0,Email,0,1,5,AT023,Tarde (14-22h),1441
314,2021-07-04,Product inquiry,Open,Low,Phone,0.0,2021-07-06 02:00:00,3000.0,Phone,0,1,8,AT011,Noite (22-06h),1954
315,2021-01-15,Cancellation request,Closed,High,Email,1248838.8833333333,2021-01-15 00:00:00,0.0,Email,0,1,5,AT015,Manhã (06-14h),2113
316,2020-09-02,Cancellation request,Pending Customer Response,Critical,Chat,1442761.8833333333,2020-09-05 22:00:00,5640.0,Chat,0,1,5,AT010,Tarde (14-22h),2315
317,2021-08-15,Cancellation request,Open,High,Chat,0.0,2021-08-17 05:00:00,3180.0,Chat,0,1,5,AT024,Noite (22-06h),2421
318,2020-05-03,Technical issue,Closed,Low,Chat,1619012.9333333333,2020-05-03 00:00:00,0.0,Chat,0,1,5,AT003,Noite (22-06h),917
319,2021-09-10,Billing inquiry,Pending Customer Response,Medium,Email,906891.9666666667,2021-09-12 01:00:00,2940.0,Email,0,1,4,AT024,Tarde (14-22h),2213
320,2021-07-06,Refund request,Open,Critical,Phone,0.0,2021-07-10 09:00:00,6300.0,Phone,1,0,1,AT011,Noite (22-06h),2223
321,2021-08-09,Cancellation request,Closed,Medium,Email,952609.0166666667,2021-08-09 00:00:00,0.0,Email,0,1,5,AT011,Tarde (14-22h),2120
322,2020-10-12,Billing inquiry,Open,High,Email,0.0,2020-10-15 08:00:00,4800.0,Email,2,0,1,AT002,Manhã (06-14h),867
323,2021-11-24,Refund request,Closed,Critical,Social media,798168.05,2021-11-24 00:00:00,0.0,Social media,0,1,5,AT008,Noite (22-06h),1721
324,2021-01-15,Technical issue,Open,Critical,Social media,0.0,2021-01-16 16:00:00,2400.0,Social media,1,0,9,AT002,Noite (22-06h),875
325,2020-03-11,Product inquiry,Pending Customer Response,Low,Phone,1695275.1166666667,2020-03-14 22:00:00,5640.0,Phone,0,1,8,AT021,Tarde (14-22h),2017
326,2020-01-27,Refund request,Closed,Low,Phone,1758281.1166666667,2020-01-27 00:00:00,0.0,Phone,0,1,5,AT021,Manhã (06-14h),1292
327,2020-07-14,Product inquiry,Pending Customer Response,Critical,Email,1515178.1333333333,2020-07-19 22:00:00,8520.0,Email,0,1,2,AT008,Tarde (14-22h),1834
328,2020-11-22,Refund request,Open,Low,Social media,0.0,2020-11-23 20:00:00,2640.0,Social media,0,1,7,AT016,Noite (22-06h),1451
